"MUSE","Agitated","You make me agitated,","You know i appreciate it","Why can't i complicate it","So why should i look at you","My love here is so true (very uncertain about that)","Yeah","","You do it to me sweetly","Do them yeaahhh","You do it to me lovely","Do they yeaahhh","","You try to make me crazy","You make me agitated","And then i'm suffocated","And why should i look at you","My love here is so true","","You do it to me sweetly","Do them yeaahh","You do it to me lovely","Do they yeaahh"
"MUSE","Animals","Animal","You’re an animal","Don’t take anything less","","Out of control","You’re out of control","Strike those in distress","","Analyse","Advertise","Expand","Bend more rules","Buy yourself an island","","Animals","We’re animals","Buy when blood is on the street","","Out of control","We’re out of control","Crush those who beg at your feet","","Analyse","Franchise","Spread out","Kill the competition","And buy yourself an ocean","","Amortise","Downsize","Lay off","Kill yourself","Come on and do us all a favour"
"MUSE","Apocalypse Please","declare this an emergency","come on and spread a sense of urgency","and pull us through","and pull us through","and this is the end","this is the end of the world","","it's time we saw a miracle","come on it's time for something biblical","to pull us through","and pull us through","and this is the end","this is the end of the world","","proclaim eternal victory","come on and change the course of history","and pull us through","and pull us through","and this is the end ","this is the end of the world"
"MUSE","Ashamed","I know there's something that you're dying to tell me","I hope it's not about your iffy affair","Make sure no-one finds out and tell me all about it","Don't keep it to yourself 'cause I can't bear it","I'd never leave you crying","I know you're crying","Doesn't matter 'cause I'm in control","","I know that you're ashamed","So bad it nearly kills you","Don't you know that you're ashamed","So much it almost kills you","","There's always something that makes you guilty","There's still something that you're dying to tell me","","Make sure no-one finds out","And tell me all about it","Don't keep it to yourself","'Cause I can't bear it","I'd never leave you crying","Oh, no you're crying","That doesn't matter 'cause I'm in control","","I know that you're ashamed","So much it nearly kills you","Don't you know that you're ashamed","So much it nearly kills you"
"MUSE","Assassin","War is overdue","The time has come for you","To shoot your leaders down","Join forces underground","","<i>[Chorus:]</i>","Lose control","Increasing pace","Warped and bewitched","And time to erase","","Whatever they say","These people are torn","Wild and bereft","Assassin is born","","Oppose and disagree","Destroy demonocracy","","<i>[Chorus]</i>","","Whatever they say","These people are torn","Wild and bereft","Assassin is born"
"MUSE","Balloonatic","You came,","You came, you scorched her","You came, unstained you adore her","","United again","Like separated twins","United again","","You","You will remember","She knows, she knows you want her","","United again","Like separated twins","United again","","United again","Like separated twins","You can be...","","Come gentle, slowly,","Down tonight"
"MUSE","Big Freeze","Healed","Or are you still just reeling?","Are you fine","Have you found a way to escape?","Are you here","Just because I need you?","Can we hole up?","A big freeze is heading our way","","We are on a hiding to nowhere","We still hope","But our dreams are not the same, no","And I, I lost before I started","I'm collapsing in stellar clouds of gas","","Hear me","What words just can't convey","Feel me","Don't let the sun in your heart decay","","Fight","Or will you show me mercy?","We expelled","The goodness from our hearts","Are you here","Just to prove your winning?","Can we hole up","And ride out this electrical storm?","","We destroyed something beautiful","We have faith","But our truths are not the same, no","Don't give up","Don't let the magic leave us","Stop the loneliest force becoming king of the universe","","Hear me","What words just can't convey","Feel me","Don't you let the sun in your heart decay","","Don't give up","Don't let the magic leave us","We're collapsing in stellar clouds of gas","","Hear me","What words just can't convey","Feel me","I won't let the sun in our hearts decay"
"MUSE","Blackout","don't kid yourself","and don't fool yourself","this love's too good to last","and i'm too old to dream","","don't grow up too fast","and don't embrace the past","this life's too good to last","and i'm too young to care","","don't kid yourself","and don't fool yourself","this life could be the last","and we're too young to see"
"MUSE","Bliss","Everything about you is how I wanna be","Your freedom comes naturally","Everything about you resonates happiness","Now I won't settle for less","","Give me all the peace and joy in your mind","","Everything about you pains my envying","Your soul can't hate anything","Everything about you is so easy to love","They're watching you from above","","Give me all the peace and joy in your mind","I want the peace and joy in your mind","Give me the peace and joy in your mind","","Everything about you resonates happiness","Now I won't settle for less","","Give me all the peace and joy in your mind","I want the peace and joy in your mind","Give me the peace and joy in your mind"
"MUSE","Butterflies And Hurricanes","Change everything you are","And everything you were","Your number has been called","Fights and battles have begun","Revenge will surely come","Your hard times are ahead","","Best,","You've got to be the best","You've got to change the world","And use this chance to be heard","Your time is now","","Change everything you are","And everything you were","Your number has been called","Fights and battles have begun","Revenge will surely come","Your hard times are ahead","","Best,","You've got to be the best","You've got to change the world","And use this chance to be heard","Your time is now","","Don't let yourself down","Don't let yourself go","Your last chance has arrived","","Best,","You've got to be the best","You've got to change the world","And use this chance to be heard","Your time is now"
